C_num,UB,User_gender,Original,Enhancement,Text
12,0,2,"To complete scenario 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired",No enhancement,"To complete scenario 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired"
12,0,2,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this scenario multiple times",No enhancement,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this scenario multiple times"
12,0,2,To pair the green stickers perform the following moves: l	'	u	l	u	',No enhancement,To pair the green stickers perform the following moves: l	'	u	l	u	'
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,You're doing awesome!,No enhancement,You're doing awesome!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Scenario 5,"Hey girl, ","Hey girl, Scenario 5"
12,0,2,Scenario: 5,No enhancement,Scenario: 5
12,0,2,"In scenario 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross",No enhancement,"In scenario 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross"
12,0,2,"Right now, the green sticker is on the down face and the white piece is on the front face",No enhancement,"Right now, the green sticker is on the down face and the white piece is on the front face"
12,0,2,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	',No enhancement,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	'
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Scenario 6,"Hey girl, ","Hey girl, Scenario 6"
12,0,2,Scenario: 6,No enhancement,Scenario: 6
12,0,2,"In scenario 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In scenario 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
12,0,2,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,Great job!,No enhancement,Great job!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Scenario 7,"Hey girl, ","Hey girl, Scenario 7"
12,0,2,Scenario: 7,No enhancement,Scenario: 7
12,0,2,"For scenario 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face",No enhancement,"For scenario 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face"
12,0,2,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	',No enhancement,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	'
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,You're learning so quickly!,No enhancement,You're learning so quickly!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Scenario 8,"Hey girl, ","Hey girl, Scenario 8"
12,0,2,Scenario: 8,No enhancement,Scenario: 8
12,0,2,Scenario 8 is an extension of Scenario 5,No enhancement,Scenario 8 is an extension of Scenario 5
12,0,2,"Right now, the green sticker is on the down face and the white sticker is on the back face",No enhancement,"Right now, the green sticker is on the down face and the white sticker is on the back face"
12,0,2,"To align this configuration with Scenario 5, we can use the following moves: d	'	d	'",No enhancement,"To align this configuration with Scenario 5, we can use the following moves: d	'	d	'"
12,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 5 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 5 to put the white-green edge piece in place."
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,You're doing awesome!,No enhancement,You're doing awesome!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Scenario 9,"Hey girl, ","Hey girl, Scenario 9"
12,0,2,Scenario: 9,No enhancement,Scenario: 9
12,0,2,"On our final scenario, we will pair the green sticker of the white-green edge with the green centerpiece",No enhancement,"On our final scenario, we will pair the green sticker of the white-green edge with the green centerpiece"
12,0,2,"Currently, the green sticker is on the back face and the white sticker is on the up face",No enhancement,"Currently, the green sticker is on the back face and the white sticker is on the up face"
12,0,2,We will put the edge in place by completing these moves: b	u	l	l	u	',No enhancement,We will put the edge in place by completing these moves: b	u	l	l	u	'
12,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place."
12,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
12,1,2,Solve,"Hey girl, ","Hey girl, Solve"
12,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
12,0,2,Great job!,No enhancement,Great job!
12,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
12,1,2,Exit,"Hey girl, ","Hey girl, Exit"
12,0,2,Are you ready to solve the white-cross on your own?,No enhancement,Are you ready to solve the white-cross on your own?
12,1,2,Yes,"Hey girl, ","Hey girl, Yes"
12,0,2,The goal is to reach the white-cross from the given configuration.Below is one example.,No enhancement,The goal is to reach the white-cross from the given configuration.Below is one example.
12,0,2,If you're stuck at any point just let me know.,No enhancement,If you're stuck at any point just let me know.
12,0,2,All the best!,No enhancement,All the best!
12,0,2,,No enhancement,
12,1,2,I'm stuck,"Hey girl, ","Hey girl, I'm stuck"
12,0,2,Are you stuck?,No enhancement,Are you stuck?
12,1,2,Yes,"Hey girl, ","Hey girl, Yes"
12,0,2,The goal is to reach the white-cross from the given configuration.Below is one example.,No enhancement,The goal is to reach the white-cross from the given configuration.Below is one example.
12,0,2,If you're stuck at any point just let me know.,No enhancement,If you're stuck at any point just let me know.
12,0,2,All the best!,No enhancement,All the best!
12,0,2,,No enhancement,
12,1,2,I'm stuck,"Hey girl, ","Hey girl, I'm stuck"
12,0,2,Are you stuck?,No enhancement,Are you stuck?
12,1,2,Yes,"Hey girl, ","Hey girl, Yes"
12,0,2,The goal is to reach the white-cross from the given configuration.Below is one example.,No enhancement,The goal is to reach the white-cross from the given configuration.Below is one example.
12,0,2,If you're stuck at any point just let me know.,No enhancement,If you're stuck at any point just let me know.
12,0,2,All the best!,No enhancement,All the best!
12,0,2,,No enhancement,
13,0,2,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube.",No enhancement,"Hello, welcome to ALLURE! I'm Ally and I want to teach everyone how to solve a Rubik's Cube."
13,0,2,Today we'll learn the different moves you need to know to solve the white cross.,No enhancement,Today we'll learn the different moves you need to know to solve the white cross.
13,0,2, Would you like to hear more about the white cross and how we will learn the moves?,No enhancement, Would you like to hear more about the white cross and how we will learn the moves?
13,1,2,scenario 1,"Hey girl, ","Hey girl, scenario 1"
13,0,2,Scenario: 1,No enhancement,Scenario: 1
13,0,2,"In scenario 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too",No enhancement,"In scenario 1, we can see that all the color stickers of the white-color edge pieces are paired with their matching color centerpiece, but to acheive the White Cross the white stickers need to pair with the white center piece too"
13,0,2,Turn the front face until the white-green edge piece completes the White Cross.,No enhancement,Turn the front face until the white-green edge piece completes the White Cross.
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You're doing awesome!,No enhancement,You're doing awesome!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 2,"Hey girl, ","Hey girl, Scenario 2"
13,0,2,Scenario: 2,No enhancement,Scenario: 2
13,0,2,"In scenario 2, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"In scenario 2, we want the green sticker of the white-green edge to pair with the green centerpiece"
13,0,2,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match.",No enhancement,"Since the white sticker of the edge piece is on the down face, rotate the down face until the green stickers match."
13,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place."
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,Nice job!,No enhancement,Nice job!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 3,"Hey girl, ","Hey girl, Scenario 3"
13,0,2,Scenario: 3,No enhancement,Scenario: 3
13,0,2,"For scenario 3, we want the green sticker of the white-green edge to pair with the green centerpiece",No enhancement,"For scenario 3, we want the green sticker of the white-green edge to pair with the green centerpiece"
13,0,2,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face,No enhancement,The moves that I'll give you will be determined by whether the white sticker of the edge piece is on the left or right face
13,0,2,To pair the green stickers perform: r	',No enhancement,To pair the green stickers perform: r	'
13,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place."
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,Nice job!,No enhancement,Nice job!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 4,"Hey girl, ","Hey girl, Scenario 4"
13,0,2,Scenario: 4,No enhancement,Scenario: 4
13,0,2,"To complete scenario 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired",No enhancement,"To complete scenario 4 we need both the white and green stickers of the white-green edge piece to be paired with their centerpieces, but only the white stickers are currently paired"
13,0,2,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this scenario multiple times",No enhancement,"Depending on your configuration, the moves to pair the green stickers depend on whether the white-green edge piece is on the left or right face so feel free to try this scenario multiple times"
13,0,2,To pair the green stickers perform the following moves: r	u	'	r	'	u,No enhancement,To pair the green stickers perform the following moves: r	u	'	r	'	u
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,Great job!,No enhancement,Great job!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 5,"Hey girl, ","Hey girl, Scenario 5"
13,0,2,Scenario: 5,No enhancement,Scenario: 5
13,0,2,"In scenario 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross",No enhancement,"In scenario 5, our goal is to pair the white and green stickers of the white-green edge piece with their centerpieces and complete the White Cross"
13,0,2,"Right now, the green sticker is on the down face and the white piece is on the front face",No enhancement,"Right now, the green sticker is on the down face and the white piece is on the front face"
13,0,2,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	',No enhancement,The following moves will teach you how to get the edge piece into place: d	r	f	'	r	'
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You're doing awesome!,No enhancement,You're doing awesome!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 6,"Hey girl, ","Hey girl, Scenario 6"
13,0,2,Scenario: 6,No enhancement,Scenario: 6
13,0,2,"In scenario 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face",No enhancement,"In scenario 6, the green sticker of the white-green edge piece is on the up face and the white sticker is on the front face"
13,0,2,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u",No enhancement,"To move the edge piece into place, pair the stickers with their centerpieces, and solve the white cross, you would use the following moves: f	u	'	r	u"
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You're learning so quickly!,No enhancement,You're learning so quickly!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 7,"Hey girl, ","Hey girl, Scenario 7"
13,0,2,Scenario: 7,No enhancement,Scenario: 7
13,0,2,"For scenario 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face",No enhancement,"For scenario 7, the green sticker of the white-green edge is on the up face and the white sticker is on the back face"
13,0,2,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	',No enhancement,We want to pair the green sticker with the green centerpiece so we will perform the following moves: b	u	l	u	'
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You'll be able to solve a Rubik's Cube in no time!,No enhancement,You'll be able to solve a Rubik's Cube in no time!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 8,"Hey girl, ","Hey girl, Scenario 8"
13,0,2,Scenario: 8,No enhancement,Scenario: 8
13,0,2,Scenario 8 is an extension of Scenario 5,No enhancement,Scenario 8 is an extension of Scenario 5
13,0,2,"Right now, the green sticker is on the down face and the white sticker is on the back face",No enhancement,"Right now, the green sticker is on the down face and the white sticker is on the back face"
13,0,2,"To align this configuration with Scenario 5, we can use the following moves: d	'	d	'",No enhancement,"To align this configuration with Scenario 5, we can use the following moves: d	'	d	'"
13,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 5 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 5 to put the white-green edge piece in place."
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You're doing awesome!,No enhancement,You're doing awesome!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Scenario 9,"Hey girl, ","Hey girl, Scenario 9"
13,0,2,Scenario: 9,No enhancement,Scenario: 9
13,0,2,"On our final scenario, we will pair the green sticker of the white-green edge with the green centerpiece",No enhancement,"On our final scenario, we will pair the green sticker of the white-green edge with the green centerpiece"
13,0,2,"Currently, the green sticker is on the back face and the white sticker is on the up face",No enhancement,"Currently, the green sticker is on the back face and the white sticker is on the up face"
13,0,2,We will put the edge in place by completing these moves: b	u	l	l	u	',No enhancement,We will put the edge in place by completing these moves: b	u	l	l	u	'
13,0,2,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place.",No enhancement,"After you have performed these moves, you can use the skills you learned in Scenario 1 to put the white-green edge piece in place."
13,0,2,Click solve whenever you are ready,No enhancement,Click solve whenever you are ready
13,1,2,Solve,"Hey girl, ","Hey girl, Solve"
13,0,2,Watch the cube to see the moves being performed.,No enhancement,Watch the cube to see the moves being performed.
13,0,2,You're learning so quickly!,No enhancement,You're learning so quickly!
13,0,2,Choose another scenario or repeat this one:,No enhancement,Choose another scenario or repeat this one:
13,1,2,Exit,"Hey girl, ","Hey girl, Exit"
13,0,2,Are you ready to solve the white-cross on your own?,No enhancement,Are you ready to solve the white-cross on your own?
13,1,2,Yes,"Hey girl, ","Hey girl, Yes"
13,0,2,The goal is to reach the white-cross from the given configuration.Below is one example.,No enhancement,The goal is to reach the white-cross from the given configuration.Below is one example.
13,0,2,If you're stuck at any point just let me know.,No enhancement,If you're stuck at any point just let me know.
13,0,2,All the best!,No enhancement,All the best!
13,0,2,,No enhancement,
13,0,2,Congratulations on completing the Allure user task.,No enhancement,Congratulations on completing the Allure user task.
13,0,2, Please fill out a short survey to help us improve!,No enhancement, Please fill out a short survey to help us improve!
13,0,2,https://docs.google.com/forms/d/e/1FAIpQLSc9KTG7RYb850pC6xA3NqzfWNJloRic4gesVRXBUlFGAb8UNA/viewform?usp=sharing,No enhancement,https://docs.google.com/forms/d/e/1FAIpQLSc9KTG7RYb850pC6xA3NqzfWNJloRic4gesVRXBUlFGAb8UNA/viewform?usp=sharing
